city,date,maxtempC,maxtempF,mintempC,mintempF,avgtempC,avgtempF,totalSnow_cm,sunHour,uvIndex
Abuja,2022-08-25 02:20,24.0,76.0,20.0,67.0,22.0,71.0,0.0,9.0,5.0
